10312,61105,60000-71500,60000.0-70000,49.3,50.7,5.3,5,6.9,6.5,6.7,11.6,13.6,14.2,7.7,7.9,9.5,4.1,1.1,41.2,78.7,75.2,19.7,14.8,48060,48.5,51.5,9027,48.4,51.6,61105,8.9,91.1,84.2,0.8,0,5.2,0,0.1,0.7	
10314,87524,86000-inf,80000.0-90000,47.6,52.4,5.9,5.3,6.1,5.9,5.9,12.5,13.3,14.8,7.3,6.9,8.7,4.8,2.6,41.5,79,75.6,20.2,16.1,69171,46.7,53.3,14112,40.8,59.2,87524,12.5,87.5,67.8,4.1,0.1,14,0,0.6,0.9	
10451,47818,41000-48250,40000.0-50000,44,56,8.3,8.4,6.7,7.8,8.4,14.3,12.8,12.6,4.4,5.2,6.1,3.6,1.4,31.6,72.2,66.9,14.2,11.1,34538,42.1,57.9,5321,33.5,66.5,47818,57.2,42.8,1.8,36.8,1.2,1.6,0.1,0.3,0.9	
10452,75252,71500-86000,70000.0-80000,47.4,52.6,8.7,8.8,8.1,8.3,8.2,14.6,13.2,13.2,5.2,4.3,4.7,2,0.6,30.4,69.3,64.4,9.7,7.3,52155,45.3,54.7,5474,39.6,60.4,75252,67.1,32.9,1.2,28.9,0.1,1.3,0,0.7,0.7	
10453,79002,71500-86000,70000.0-80000,45.9,54.1,8.3,7.5,7.5,8.1,9.3,15.4,13.1,13.8,5.6,4.5,4.7,1.8,0.6,31,72,66.5,9.4,7,56866,44.4,55.6,5528,40,60,79002,68.2,31.8,1.2,27.7,0.1,1.4,0,0.4,1	
10454,38751,35000-41000,30000.0-40000,47.8,52.2,9,8.7,8.7,9.2,9.1,14.4,13.5,11.9,3.9,2.9,4.6,3.4,0.7,28.6,68.5,62,10.4,8.7,26562,47.3,52.7,3360,40.3,59.7,38751,72,28,1.5,24.8,0,0.9,0,0.3,0.5	
10455,39951,35000-41000,30000.0-40000,46.8,53.2,9.8,8.7,7.4,6.8,8.6,16.6,13,11.9,4.6,3.7,5.7,2.3,1,30,69.9,65.3,10.6,8.9,27920,43.9,56.1,3564,29.5,70.5,39951,75.1,24.9,1.5,22.4,0.1,0.3,0.1,0.2,0.3	
10456,91737,86000-inf,90000.0-100000,45.6,54.4,8.3,8.6,7.8,9.1,8.8,14.2,12.7,12.9,5.2,3.7,5.5,2.2,1.1,29.7,69.8,64.9,11,8.9,64045,43.5,56.5,8144,36.2,63.8,91737,60.1,39.9,1.3,36.6,0.2,0.8,0,0.3,0.7	
10457,71015,60000-71500,70000.0-80000,46.6,53.4,9.6,7.7,7.6,9.3,9.2,14.5,12.7,13.8,4.6,3.3,4.6,2.5,0.6,29.4,69.8,63.8,9.6,7.8,49593,44.2,55.8,5545,41.2,58.8,71015,64.6,35.4,2,31,0.2,1,0,0.3,0.9	
10458,76276,71500-86000,70000.0-80000,48,52,8,6.6,7.1,9.1,11.3,15.9,13.3,12.3,4.6,4.2,4.9,1.9,0.7,29.4,74.1,65.7,9.9,7.5,56521,47,53,5708,38.1,61.9,76276,65.7,34.3,11.6,18,0.2,3.2,0,0.6,0.8	
